"geneset","in_path","out_path","in_back","out_back","foldx","pvalue","bonferroni_pvalue","bh_pvalue","desc","link"
"BIOCARTA_ACTINY_PATHWAY","1","934","12","2210","0.198039215686275","0.989706252289762","1306.41225302249","1","Y branching of actin filaments","http://www.biocarta.com/pathfiles/h_actinYPathway.asp"
"BIOCARTA_AGPCR_PATHWAY","1","934","7","2215","0.339495798319328","0.940002680775861","1240.80353862414","1","Attenuation of GPCR Signaling","http://www.biocarta.com/pathfiles/h_agpcrPathway.asp"
"BIOCARTA_AGR_PATHWAY","1","934","19","2203","0.125077399380805","0.99913236734584","1318.85472489651","1","Agrin in Postsynaptic Differentiation","http://www.biocarta.com/pathfiles/h_agrPathway.asp"
"BIOCARTA_AHSP_PATHWAY","2","933","5","2217","0.950588235294118","0.662671843146407","874.726832953257","1","Hemoglobin's Chaperone","http://www.biocarta.com/pathfiles/h_ahspPathway.asp"
"BIOCARTA_AKAP95_PATHWAY","1","934","7","2215","0.339495798319328","0.940002680775861","1240.80353862414","1","AKAP95 role in mitosis and chromosome dynamics","http://www.biocarta.com/pathfiles/h_akap95Pathway.asp"
"BIOCARTA_AKAPCENTROSOME_PATHWAY","2","933","7","2215","0.678991596638655","0.797487613199945","1052.68364942393","1","Protein Kinase A at the Centrosome","http://www.biocarta.com/pathfiles/h_akapCentrosomePathway.asp"
"BIOCARTA_ARF_PATHWAY","1","934","1","2221","2.37647058823529","0.504685505844738","666.184867715055","1","Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","http://www.biocarta.com/pathfiles/h_arfPathway.asp"
"BIOCARTA_BAD_PATHWAY","2","933","9","2213","0.528104575163399","0.882241431158214","1164.55868912884","1","Regulation of BAD phosphorylation","http://www.biocarta.com/pathfiles/h_badPathway.asp"
"BIOCARTA_BCR_PATHWAY","1","934","10","2212","0.237647058823529","0.979156441203646","1292.48650238881","1","BCR Signaling Pathway","http://www.biocarta.com/pathfiles/h_bcrPathway.asp"
"BIOCARTA_BIOPEPTIDES_PATHWAY","1","934","24","2198","0.0990196078431373","0.999852340518428","1319.80508948432","1","Bioactive Peptide Induced Signaling Pathway","http://www.biocarta.com/pathfiles/h_biopeptidesPathway.asp"
"BIOCARTA_CARM_ER_PATHWAY","1","934","3","2219","0.792156862745098","0.754794469748096","996.328700067486","1","CARM1 and Regulation of the Estrogen Receptor","http://www.biocarta.com/pathfiles/h_carm-erPathway.asp"
"BIOCARTA_CARM1_PATHWAY","2","933","3","2219","1.5843137254902","0.463938560093125","612.398899322925","1","Transcription Regulation by Methyltransferase of CARM1","http://www.biocarta.com/pathfiles/h_carm1Pathway.asp"
"BIOCARTA_CASPASE_PATHWAY","2","933","10","2212","0.475294117647059","0.911014037446337","1202.53852942916","1","Caspase Cascade in Apoptosis","http://www.biocarta.com/pathfiles/h_caspasePathway.asp"
