"geneset","in_path","out_path","in_back","out_back","foldx","pvalue","bonferroni_pvalue","bh_pvalue","desc","link"
"BIOCARTA_ACTINY_PATHWAY","1","96","12","3048","2.62886597938144","0.334009664079779","440.892756585308","0.56611807471149","Y branching of actin filaments","http://www.biocarta.com/pathfiles/h_actinYPathway.asp"
"BIOCARTA_AHSP_PATHWAY","1","96","6","3054","5.25773195876289","0.196406882091693","259.257084361035","0.507948832995758","Hemoglobin's Chaperone","http://www.biocarta.com/pathfiles/h_ahspPathway.asp"
"BIOCARTA_AKAP95_PATHWAY","1","96","7","3053","4.50662739322533","0.221152447944742","291.92123128706","0.518044524971725","AKAP95 role in mitosis and chromosome dynamics","http://www.biocarta.com/pathfiles/h_akap95Pathway.asp"
"BIOCARTA_AKAPCENTROSOME_PATHWAY","1","96","8","3052","3.94329896907217","0.245143623730503","323.589583324264","0.518044524971725","Protein Kinase A at the Centrosome","http://www.biocarta.com/pathfiles/h_akapCentrosomePathway.asp"
"BIOCARTA_CASPASE_PATHWAY","1","96","11","3049","2.86785379568885","0.31281508974111","412.915918458266","0.55529305871203","Caspase Cascade in Apoptosis","http://www.biocarta.com/pathfiles/h_caspasePathway.asp"
"BIOCARTA_CELLCYCLE_PATHWAY","1","96","3","3057","10.5154639175258","0.117405545709821","154.975320336964","0.414372514269956","Cyclins and Cell Cycle Regulation","http://www.biocarta.com/pathfiles/h_cellcyclePathway.asp"
"BIOCARTA_CHEMICAL_PATHWAY","1","96","13","3047","2.42664551942902","0.354557075843221","468.015340113051","0.581241107939707","Apoptotic Signaling in Response to DNA Damage","http://www.biocarta.com/pathfiles/h_chemicalPathway.asp"
"BIOCARTA_D4GDI_PATHWAY","1","96","5","3055","6.30927835051546","0.170883459551711","225.566166608258","0.466017879505913","D4-GDI Signaling Pathway","http://www.biocarta.com/pathfiles/h_d4gdiPathway.asp"
"BIOCARTA_DNAFRAGMENT_PATHWAY","1","96","4","3056","7.88659793814433","0.144557991655317","190.816548985018","0.449280070593532","Apoptotic DNA fragmentation and tissue homeostasis","http://www.biocarta.com/pathfiles/h_DNAfragmentPathway.asp"
"BIOCARTA_FAS_PATHWAY","1","96","15","3045","2.10309278350515","0.393788070713068","519.800253341249","0.615293860489169","FAS signaling pathway ( CD95 )","http://www.biocarta.com/pathfiles/h_fasPathway.asp"
"BIOCARTA_G1_PATHWAY","1","96","5","3055","6.30927835051546","0.170883459551711","225.566166608258","0.466017879505913","Cell Cycle: G1/S Check Point","http://www.biocarta.com/pathfiles/h_g1Pathway.asp"
"BIOCARTA_G2_PATHWAY","1","96","4","3056","7.88659793814433","0.144557991655317","190.816548985018","0.449280070593532","Cell Cycle: G2/M Checkpoint","http://www.biocarta.com/pathfiles/h_g2Pathway.asp"
"BIOCARTA_HIVNEF_PATHWAY","1","96","21","3039","1.50220913107511","0.497867212481328","657.184720475353","0.674635241144258","HIV-I Nef: negative effector of Fas and TNF","http://www.biocarta.com/pathfiles/h_HivnefPathway.asp"
"BIOCARTA_LEPTIN_PATHWAY","1","96","2","3058","15.7731958762887","0.0894004223646634","118.008557521356","0.357601689458654","Reversal of Insulin Resistance by Leptin","http://www.biocarta.com/pathfiles/h_leptinPathway.asp"
"BIOCARTA_MCM_PATHWAY","6","91","1","3059","189.278350515464","4.92940601426592e-09","6.50681593883102e-06","3.69705451069944e-07","CDK Regulation of DNA Replication","http://www.biocarta.com/pathfiles/h_mcmPathway.asp"
"BIOCARTA_MPR_PATHWAY","1","96","22","3038","1.43392689784442","0.513403697453995","677.692880639273","0.674635241144258","How Progesterone Initiates Oocyte Membrane","http://www.biocarta.com/pathfiles/h_mPRPathway.asp"
"BIOCARTA_P53_PATHWAY","1","96","4","3056","7.88659793814433","0.144557991655317","190.816548985018","0.449280070593532","p53 Signaling Pathway","http://www.biocarta.com/pathfiles/h_p53Pathway.asp"
"BIOCARTA_PTC1_PATHWAY","1","96","1","3059","31.5463917525773","0.0605161322957859","79.8812946304374","0.275073328617209","Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle","http://www.biocarta.com/pathfiles/h_ptc1Pathway.asp"
"BIOCARTA_RANMS_PATHWAY","1","96","5","3055","6.30927835051546","0.170883459551711","225.566166608258","0.466017879505913","Role of Ran in mitotic spindle regulation","http://www.biocarta.com/pathfiles/h_ranMSpathway.asp"
"BIOCARTA_RB_PATHWAY","1","96","5","3055","6.30927835051546","0.170883459551711","225.566166608258","0.466017879505913","RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","http://www.biocarta.com/pathfiles/h_rbPathway.asp"
"BIOCARTA_SRCRPTP_PATHWAY","1","96","4","3056","7.88659793814433","0.144557991655317","190.816548985018","0.449280070593532","Activation of Src by Protein-tyrosine phosphatase alpha","http://www.biocarta.com/pathfiles/h_srcRPTPPathway.asp"
"BIOCARTA_STATHMIN_PATHWAY","1","96","9","3051","3.50515463917526","0.268403175349989","354.292191461985","0.518044524971725","Stathmin and breast cancer resistance to antimicrotubule agents","http://www.biocarta.com/pathfiles/h_stathminPathway.asp"
"BIOCARTA_TNFR1_PATHWAY","1","96","11","3049","2.86785379568885","0.31281508974111","412.915918458266","0.55529305871203","TNFR1 Signaling Pathway","http://www.biocarta.com/pathfiles/h_tnfr1Pathway.asp"
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","1","96","15","3045","2.10309278350515","0.393788070713068","519.800253341249","0.615293860489169","Adipocytokine signaling pathway","http://www.genome.jp/kegg/pathway/hsa/hsa04920.html"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","1","96","18","3042","1.75257731958763","0.448251211362797","591.691598998892","0.662440213836646","Alanine, aspartate and glutamate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00250.html"
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","1","96","27","3033","1.16838487972509","0.584229664126266","771.183156646671","0.712475200153983","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","http://www.genome.jp/kegg/pathway/hsa/hsa05412.html"
"KEGG_BASE_EXCISION_REPAIR","4","93","7","3053","18.0265095729013","0.000234264874058072","0.309229633756655","0.00439246638858885","Base excision repair","http://www.genome.jp/kegg/pathway/hsa/hsa03410.html"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","1","96","8","3052","3.94329896907217","0.245143623730503","323.589583324264","0.518044524971725","Biosynthesis of unsaturated fatty acids","http://www.genome.jp/kegg/pathway/hsa/hsa01040.html"
"KEGG_BUTANOATE_METABOLISM","2","95","20","3040","3.15463917525773","0.145267222825242","191.752734129319","0.449280070593532","Butanoate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00650.html"
"KEGG_CELL_ADHESION_MOLECULES_CAMS","2","95","28","3032","2.25331369661267","0.234808843517005","309.947673442447","0.518044524971725","Cell adhesion molecules (CAMs)","http://www.genome.jp/kegg/pathway/hsa/hsa04514.html"
"KEGG_CELL_CYCLE","8","89","22","3038","11.4714151827554","1.99299301463545e-06","0.0026307507793188","7.47372380488294e-05","Cell cycle","http://www.genome.jp/kegg/pathway/hsa/hsa04110.html"
"KEGG_CHRONIC_MYELOID_LEUKEMIA","1","96","25","3035","1.26185567010309","0.557214980993225","735.523774911056","0.693628607045508","Chronic myeloid leukemia","http://www.genome.jp/kegg/pathway/hsa/hsa05220.html"
"KEGG_COLORECTAL_CANCER","2","95","16","3044","3.94329896907217","0.103982732896032","137.257207422763","0.38993524836012","Colorectal cancer","http://www.genome.jp/kegg/pathway/hsa/hsa05210.html"
"KEGG_DILATED_CARDIOMYOPATHY","1","96","21","3039","1.50220913107511","0.497867212481328","657.184720475353","0.674635241144258","Dilated cardiomyopathy","http://www.genome.jp/kegg/pathway/hsa/hsa05414.html"
"KEGG_DNA_REPLICATION","9","88","9","3051","31.5463917525773","6.509303797836e-10","8.59228101314352e-07","7.2207514066998e-08","DNA replication","http://www.genome.jp/kegg/pathway/hsa/hsa03030.html"
"KEGG_ECM_RECEPTOR_INTERACTION","1","96","41","3019","0.769424189087252","0.732712214198549","967.180122742085","0.799322415489326","ECM-receptor interaction","http://www.genome.jp/kegg/pathway/hsa/hsa04512.html"
"KEGG_ENDOCYTOSIS","1","96","62","2998","0.50881277020286","0.862747977648537","1138.82733049607","0.895586135967339","Endocytosis","http://www.genome.jp/kegg/pathway/hsa/hsa04144.html"
"KEGG_FATTY_ACID_METABOLISM","2","95","29","3031","2.17561322431568","0.246315435950269","325.136375454354","0.518044524971725","Fatty acid metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00071.html"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","1","96","23","3037","1.37158225011206","0.528464272229669","697.572839343163","0.674635241144258","Fc epsilon RI signaling pathway","http://www.genome.jp/kegg/pathway/hsa/hsa04664.html"
"KEGG_FOCAL_ADHESION","1","96","93","2967","0.339208513468573","0.949119490303376","1252.83772720046","0.958706555861996","Focal adhesion","http://www.genome.jp/kegg/pathway/hsa/hsa04510.html"
"KEGG_FOLATE_BIOSYNTHESIS","2","95","2","3058","31.5463917525773","0.00538505232918967","7.10826907453037","0.0436625864528892","Folate biosynthesis","http://www.genome.jp/kegg/pathway/hsa/hsa00790.html"
"KEGG_GAP_JUNCTION","1","96","32","3028","0.985824742268041","0.644837403634529","851.185372797578","0.730004607888146","Gap junction","http://www.genome.jp/kegg/pathway/hsa/hsa04540.html"
"KEGG_GLUTATHIONE_METABOLISM","3","94","30","3030","3.15463917525773","0.0789910338049663","104.268164622555","0.338533002021284","Glutathione metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00480.html"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","1","96","0","3060","Inf","0.0307253721887873","40.5574912891993","0.158924338907521","Glycosaminoglycan biosynthesis - keratan sulfate","http://www.genome.jp/kegg/pathway/hsa/hsa00533.html"
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","2","95","7","3053","9.01325478645066","0.0292230416586577","38.5744149894282","0.158924338907521","Glyoxylate and dicarboxylate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00630.html"
"KEGG_HEMATOPOIETIC_CELL_LINEAGE","2","95","15","3045","4.20618556701031","0.0942525997632683","124.413431687514","0.362509999089493","Hematopoietic cell lineage","http://www.genome.jp/kegg/pathway/hsa/hsa04640.html"
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","1","96","20","3040","1.57731958762887","0.481839940224233","636.028721095988","0.674635241144258","Hypertrophic cardiomyopathy (HCM)","http://www.genome.jp/kegg/pathway/hsa/hsa05410.html"
"KEGG_INOSITOL_PHOSPHATE_METABOLISM","1","96","10","3050","3.15463917525773","0.290953188693189","384.058209075009","0.535496666306483","Inositol phosphate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00562.html"
"KEGG_LYSINE_DEGRADATION","1","96","20","3040","1.57731958762887","0.481839940224233","636.028721095988","0.674635241144258","Lysine degradation","http://www.genome.jp/kegg/pathway/hsa/hsa00310.html"
"KEGG_MAPK_SIGNALING_PATHWAY","2","95","53","3007","1.19042987745575","0.508805854321483","671.623727704358","0.674635241144258","MAPK signaling pathway","http://www.genome.jp/kegg/pathway/hsa/hsa04010.html"
"KEGG_MISMATCH_REPAIR","4","93","9","3051","14.020618556701","0.000484036751949871","0.63892851257383","0.00691481074214101","Mismatch repair","http://www.genome.jp/kegg/pathway/hsa/hsa03430.html"
"KEGG_N_GLYCAN_BIOSYNTHESIS","1","96","12","3048","2.62886597938144","0.334009664079779","440.892756585308","0.56611807471149","N-Glycan biosynthesis","http://www.genome.jp/kegg/pathway/hsa/hsa00510.html"
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","1","96","43","3017","0.733637017501798","0.749102115359035","988.814792273927","0.805486145547349","Neurotrophin signaling pathway","http://www.genome.jp/kegg/pathway/hsa/hsa04722.html"
"KEGG_NITROGEN_METABOLISM","1","96","6","3054","5.25773195876289","0.196406882091693","259.257084361035","0.507948832995758","Nitrogen metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00910.html"
"KEGG_NON_HOMOLOGOUS_END_JOINING","1","96","5","3055","6.30927835051546","0.170883459551711","225.566166608258","0.466017879505913","Non-homologous end-joining","http://www.genome.jp/kegg/pathway/hsa/hsa03450.html"
"KEGG_NUCLEOTIDE_EXCISION_REPAIR","2","95","15","3045","4.20618556701031","0.0942525997632683","124.413431687514","0.362509999089493","Nucleotide excision repair","http://www.genome.jp/kegg/pathway/hsa/hsa03420.html"
"KEGG_ONE_CARBON_POOL_BY_FOLATE","2","95","5","3055","12.6185567010309","0.017742924311817","23.4206600915984","0.110893276948856","One carbon pool by folate","http://www.genome.jp/kegg/pathway/hsa/hsa00670.html"
"KEGG_OOCYTE_MEIOSIS","1","96","32","3028","0.985824742268041","0.644837403634529","851.185372797578","0.730004607888146","Oocyte meiosis","http://www.genome.jp/kegg/pathway/hsa/hsa04114.html"
"KEGG_P53_SIGNALING_PATHWAY","1","96","9","3051","3.50515463917526","0.268403175349989","354.292191461985","0.518044524971725","p53 signaling pathway","http://www.genome.jp/kegg/pathway/hsa/hsa04115.html"
"KEGG_PATHWAYS_IN_CANCER","4","93","78","2982","1.61776367961935","0.243471498017085","321.382377382553","0.518044524971725","Pathways in cancer","http://www.genome.jp/kegg/pathway/hsa/hsa05200.html"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY","1","96","20","3040","1.57731958762887","0.481839940224233","636.028721095988","0.674635241144258","Pentose phosphate pathway","http://www.genome.jp/kegg/pathway/hsa/hsa00030.html"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","1","96","12","3048","2.62886597938144","0.334009664079779","440.892756585308","0.56611807471149","Porphyrin and chlorophyll metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00860.html"
"KEGG_PPAR_SIGNALING_PATHWAY","1","96","23","3037","1.37158225011206","0.528464272229669","697.572839343163","0.674635241144258","PPAR signaling pathway","http://www.genome.jp/kegg/pathway/hsa/hsa03320.html"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","1","96","19","3041","1.66033640803039","0.465306543580072","614.204637525695","0.674635241144258","Progesterone-mediated oocyte maturation","http://www.genome.jp/kegg/pathway/hsa/hsa04914.html"
"KEGG_PROPANOATE_METABOLISM","1","96","25","3035","1.26185567010309","0.557214980993225","735.523774911056","0.693628607045508","Propanoate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00640.html"
"KEGG_PURINE_METABOLISM","1","96","48","3012","0.657216494845361","0.785852420770615","1037.32519541721","0.830125796588678","Purine metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00230.html"
"KEGG_PYRIMIDINE_METABOLISM","1","96","31","3029","1.01762554040572","0.633460002099703","836.167202771608","0.725335880266835","Pyrimidine metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00240.html"
"KEGG_PYRUVATE_METABOLISM","1","96","28","3032","1.12665684830633","0.597118677414778","788.196654187507","0.716542412897734","Pyruvate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00620.html"
