"geneset","in_path","out_path","in_back","out_back","foldx","pvalue","bonferroni_pvalue","bh_pvalue","desc","link"
"BIOCARTA_BAD_PATHWAY","1","237","10","2909","1.22647058823529","0.578365328683926","763.442233862782","0.999999545761822","Regulation of BAD phosphorylation","http://www.biocarta.com/pathfiles/h_badPathway.asp"
"BIOCARTA_CASPASE_PATHWAY","1","237","11","2908","1.11497326203209","0.610262675083552","805.546731110289","0.999999545761822","Caspase Cascade in Apoptosis","http://www.biocarta.com/pathfiles/h_caspasePathway.asp"
"BIOCARTA_CERAMIDE_PATHWAY","2","236","6","2913","4.08823529411765","0.117211564693706","154.719265395692","0.749665632520161","Ceramide Signaling Pathway","http://www.biocarta.com/pathfiles/h_ceramidePathway.asp"
"BIOCARTA_CFTR_PATHWAY","1","237","5","2914","2.45294117647059","0.375419200495294","495.553344653788","0.999999545761822","Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway","http://www.biocarta.com/pathfiles/h_cftrPathway.asp"
"BIOCARTA_CHEMICAL_PATHWAY","2","236","12","2907","2.04411764705882","0.285241687274388","376.519027202192","0.999999545761822","Apoptotic Signaling in Response to DNA Damage","http://www.biocarta.com/pathfiles/h_chemicalPathway.asp"
"BIOCARTA_D4GDI_PATHWAY","1","237","5","2914","2.45294117647059","0.375419200495294","495.553344653788","0.999999545761822","D4-GDI Signaling Pathway","http://www.biocarta.com/pathfiles/h_d4gdiPathway.asp"
"BIOCARTA_DEATH_PATHWAY","1","237","8","2911","1.53308823529412","0.506563726287473","668.664118699465","0.999999545761822","Induction of apoptosis through DR3 and DR4/5 Death Receptors","http://www.biocarta.com/pathfiles/h_deathPathway.asp"
"BIOCARTA_EIF_PATHWAY","1","237","12","2907","1.02205882352941","0.639756310482635","844.478329837078","0.999999545761822","Eukaryotic protein translation","http://www.biocarta.com/pathfiles/h_eifPathway.asp"
"BIOCARTA_ETC_PATHWAY","9","229","0","2919","Inf","6.82637781752963e-11","9.01081871913911e-08","4.19139597996319e-09","Electron Transport Reaction in Mitochondria","http://www.biocarta.com/pathfiles/h_etcPathway.asp"
"BIOCARTA_HIVNEF_PATHWAY","1","237","21","2898","0.584033613445378","0.82278274857546","1086.07322811961","0.999999545761822","HIV-I Nef: negative effector of Fas and TNF","http://www.biocarta.com/pathfiles/h_HivnefPathway.asp"
"BIOCARTA_HSP27_PATHWAY","2","236","3","2916","8.17647058823529","0.0486071285885009","64.1614097368211","0.373059711916744","Stress Induction of HSP Regulation","http://www.biocarta.com/pathfiles/h_hsp27Pathway.asp"
"BIOCARTA_IL2RB_PATHWAY","1","237","12","2907","1.02205882352941","0.639756310482635","844.478329837078","0.999999545761822","IL-2 Receptor Beta Chain in T cell Activation","http://www.biocarta.com/pathfiles/h_il2rbPathway.asp"
"BIOCARTA_KREB_PATHWAY","3","235","5","2914","7.35882352941176","0.0178283577347513","23.5334322098718","0.20271503053958","The Citric Acid Cycle","http://www.biocarta.com/pathfiles/krebPathway.asp"
"BIOCARTA_MITOCHONDRIA_PATHWAY","3","235","6","2913","6.13235294117647","0.0252765752140506","33.3650792825468","0.218616685389999","Role of Mitochondria in Apoptotic Signaling","http://www.biocarta.com/pathfiles/h_mitochondriaPathway.asp"
"BIOCARTA_MTA3_PATHWAY","1","237","9","2910","1.36274509803922","0.543869264134862","717.907428658018","0.999999545761822","Downregulated of MTA-3 in ER-negative Breast Tumors","http://www.biocarta.com/pathfiles/h_mta3Pathway.asp"
"BIOCARTA_NDKDYNAMIN_PATHWAY","1","237","8","2911","1.53308823529412","0.506563726287473","668.664118699465","0.999999545761822","Endocytotic role of NDK, Phosphins and Dynamin","http://www.biocarta.com/pathfiles/h_ndkDynaminPathway.asp"
"BIOCARTA_P38MAPK_PATHWAY","1","237","7","2912","1.75210084033613","0.466220946093869","615.411648843907","0.999999545761822","p38 MAPK Signaling Pathway","http://www.biocarta.com/pathfiles/h_p38mapkPathway.asp"
"BIOCARTA_PTDINS_PATHWAY","1","237","12","2907","1.02205882352941","0.639756310482635","844.478329837078","0.999999545761822","Phosphoinositides and their downstream targets.","http://www.biocarta.com/pathfiles/h_ptdinsPathway.asp"
"BIOCARTA_RAS_PATHWAY","1","237","9","2910","1.36274509803922","0.543869264134862","717.907428658018","0.999999545761822","Ras Signaling Pathway","http://www.biocarta.com/pathfiles/h_rasPathway.asp"
"BIOCARTA_RHO_PATHWAY","1","237","22","2897","0.557486631016043","0.836236562240226","1103.8322621571","0.999999545761822","Rho cell motility signaling pathway","http://www.biocarta.com/pathfiles/h_rhoPathway.asp"
"BIOCARTA_TFF_PATHWAY","1","237","9","2910","1.36274509803922","0.543869264134862","717.907428658018","0.999999545761822","Trefoil Factors Initiate Mucosal Healing","http://www.biocarta.com/pathfiles/h_tffPathway.asp"
"BIOCARTA_TID_PATHWAY","1","237","4","2915","3.06617647058824","0.324406767316804","428.216932858181","0.999999545761822","Chaperones modulate interferon Signaling Pathway","http://www.biocarta.com/pathfiles/h_tidPathway.asp"
"BIOCARTA_TOLL_PATHWAY","1","237","8","2911","1.53308823529412","0.506563726287473","668.664118699465","0.999999545761822","Toll-Like Receptor Pathway","http://www.biocarta.com/pathfiles/h_tollPathway.asp"
"KEGG_ADHERENS_JUNCTION","1","237","32","2887","0.383272058823529","0.92574955846653","1221.98941717582","0.999999545761822","Adherens junction","http://www.genome.jp/kegg/pathway/hsa/hsa04520.html"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","5","233","14","2905","4.38025210084034","0.0112955732154792","14.9101566444326","0.144489207381338","Alanine, aspartate and glutamate metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00250.html"
"KEGG_ALZHEIMERS_DISEASE","16","222","53","2866","3.70255271920089","3.35936831233056e-05","0.0443436617227634","0.000859438393237901","Alzheimer's disease","http://www.genome.jp/kegg/pathway/hsa/hsa05010.html"
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","1","237","30","2889","0.408823529411765","0.913005045934963","1205.16666063415","0.999999545761822","Amino sugar and nucleotide sugar metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00520.html"
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","3","235","26","2893","1.41515837104072","0.37561122977235","495.806823299502","0.999999545761822","Aminoacyl-tRNA biosynthesis","http://www.genome.jp/kegg/pathway/hsa/hsa00970.html"
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","2","236","17","2902","1.44290657439446","0.425438335614099","561.578603010611","0.999999545761822","Amyotrophic lateral sclerosis (ALS)","http://www.genome.jp/kegg/pathway/hsa/hsa05014.html"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","2","236","32","2887","0.766544117647059","0.739077673766188","975.582529371368","0.999999545761822","Antigen processing and presentation","http://www.genome.jp/kegg/pathway/hsa/hsa04612.html"
"KEGG_APOPTOSIS","3","235","19","2900","1.93653250773994","0.227742529265135","300.620138629978","0.999999545761822","Apoptosis","http://www.genome.jp/kegg/pathway/hsa/hsa04210.html"
"KEGG_ARACHIDONIC_ACID_METABOLISM","3","235","10","2909","3.67941176470588","0.0688495922521138","90.8814617727902","0.515532312717047","Arachidonic acid metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00590.html"
"KEGG_ARGININE_AND_PROLINE_METABOLISM","7","231","24","2895","3.57720588235294","0.00694296744696196","9.16471702998979","0.106574550310866","Arginine and proline metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00330.html"
"KEGG_BETA_ALANINE_METABOLISM","1","237","14","2905","0.876050420168067","0.692240682488476","913.757700884789","0.999999545761822","beta-Alanine metabolism","http://www.genome.jp/kegg/pathway/hsa/hsa00410.html"
