"geneset","in_path","out_path","in_back","out_back","foldx","pvalue","bonferroni_pvalue","bh_pvalue","desc","link"
"BIOCARTA_ACE2_PATHWAY","2","51","1","3103","117.132075471698","0.000820886846154358","1.08357063692375","0.00689544950769661","Angiotensin-converting enzyme 2 regulates heart function","http://www.biocarta.com/pathfiles/h_ace2Pathway.asp"
"BIOCARTA_AGPCR_PATHWAY","1","52","7","3097","8.36657681940701","0.126805138780907","167.382783190797","0.304772794065008","Attenuation of GPCR Signaling","http://www.biocarta.com/pathfiles/h_agpcrPathway.asp"
"BIOCARTA_AKAP13_PATHWAY","1","52","6","3098","9.76100628930818","0.111861862176253","147.657658072654","0.304772794065008","Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation","http://www.biocarta.com/pathfiles/h_akap13Pathway.asp"
"BIOCARTA_AKAP95_PATHWAY","1","52","7","3097","8.36657681940701","0.126805138780907","167.382783190797","0.304772794065008","AKAP95 role in mitosis and chromosome dynamics","http://www.biocarta.com/pathfiles/h_akap95Pathway.asp"
"BIOCARTA_AKAPCENTROSOME_PATHWAY","1","52","8","3096","7.32075471698113","0.141501654387325","186.782183791269","0.304772794065008","Protein Kinase A at the Centrosome","http://www.biocarta.com/pathfiles/h_akapCentrosomePathway.asp"
"BIOCARTA_AMI_PATHWAY","2","51","7","3097","16.733153638814","0.00923301392955808","12.1875783870167","0.053487804833302","Acute Myocardial Infarction","http://www.biocarta.com/pathfiles/h_amiPathway.asp"
"BIOCARTA_BAD_PATHWAY","1","52","10","3094","5.85660377358491","0.170170329954348","224.624835539739","0.321220398116073","Regulation of BAD phosphorylation","http://www.biocarta.com/pathfiles/h_badPathway.asp"
"BIOCARTA_CARM1_PATHWAY","1","52","4","3100","14.6415094339623","0.0812187114822603","107.208699156584","0.278464153653464","Transcription Regulation by Methyltransferase of CARM1","http://www.biocarta.com/pathfiles/h_carm1Pathway.asp"
"BIOCARTA_CFTR_PATHWAY","1","52","5","3099","11.7132075471698","0.0966677623361436","127.60144628371","0.295276074044948","Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway","http://www.biocarta.com/pathfiles/h_cftrPathway.asp"
"BIOCARTA_CHREBP2_PATHWAY","1","52","20","3084","2.92830188679245","0.300006008689594","396.007931470264","0.406459753708482","Regulation And Function Of ChREBP in Liver","http://www.biocarta.com/pathfiles/h_Chrebp.2Pathway.asp"
"BIOCARTA_CK1_PATHWAY","1","52","7","3097","8.36657681940701","0.126805138780907","167.382783190797","0.304772794065008","Regulation of ck1/cdk5 by type 1 glutamate receptors","http://www.biocarta.com/pathfiles/h_ck1Pathway.asp"
"BIOCARTA_CLASSIC_PATHWAY","1","52","13","3091","4.50507982583454","0.211420535115231","279.075106352105","0.351669800983751","Classical Complement Pathway","http://www.biocarta.com/pathfiles/h_classicPathway.asp"
"BIOCARTA_COMP_PATHWAY","1","52","14","3090","4.1832884097035","0.224718248013383","296.628087377666","0.356157223266494","Complement Pathway","http://www.biocarta.com/pathfiles/h_compPathway.asp"
"BIOCARTA_CREB_PATHWAY","1","52","16","3088","3.66037735849057","0.250657016990539","330.867262427511","0.363020507365608","Transcription factor CREB and its extracellular signals","http://www.biocarta.com/pathfiles/h_crebPathway.asp"
"BIOCARTA_CSK_PATHWAY","1","52","9","3095","6.50733752620545","0.155955406711808","205.861136859586","0.308241274442162","Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","http://www.biocarta.com/pathfiles/h_CSKPathway.asp"
"BIOCARTA_DREAM_PATHWAY","1","52","5","3099","11.7132075471698","0.0966677623361436","127.60144628371","0.295276074044948","Repression of Pain Sensation by the Transcriptional Regulator DREAM","http://www.biocarta.com/pathfiles/h_dreampathway.asp"
"BIOCARTA_GATA3_PATHWAY","1","52","5","3099","11.7132075471698","0.0966677623361436","127.60144628371","0.295276074044948","GATA3 participate in activating the Th2 cytokine genes expression","http://www.biocarta.com/pathfiles/h_GATA3pathway.asp"
"BIOCARTA_GPCR_PATHWAY","1","52","12","3092","4.88050314465409","0.197899114332671","261.226830919126","0.342753105235966","Signaling Pathway from G-Protein Families","http://www.biocarta.com/pathfiles/h_gpcrPathway.asp"
