"geneset","in_path","out_path","in_back","out_back","foldx","pvalue","bonferroni_pvalue","bh_pvalue","desc","link"
"BIOCARTA_AGPCR_PATHWAY","1","326","7","2823","1.23634775010922","0.583467386525813","770.176950214073","0.999999456722623","Attenuation of GPCR Signaling","http://www.biocarta.com/pathfiles/h_agpcrPathway.asp"
"BIOCARTA_ARF_PATHWAY","1","326","1","2829","8.65443425076453","0.19645943410202","259.326453014666","0.967923985151849","Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","http://www.biocarta.com/pathfiles/h_arfPathway.asp"
"BIOCARTA_BAD_PATHWAY","1","326","10","2820","0.865443425076453","0.700253522660064","924.334649911284","0.999999456722623","Regulation of BAD phosphorylation","http://www.biocarta.com/pathfiles/h_badPathway.asp"
"BIOCARTA_BIOPEPTIDES_PATHWAY","1","326","24","2806","0.360601427115189","0.935731011198297","1235.16493478175","0.999999456722623","Bioactive Peptide Induced Signaling Pathway","http://www.biocarta.com/pathfiles/h_biopeptidesPathway.asp"
"BIOCARTA_CARM_ER_PATHWAY","1","326","3","2827","2.88481141692151","0.35441717553779","467.830671709883","0.999999456722623","CARM1 and Regulation of the Estrogen Receptor","http://www.biocarta.com/pathfiles/h_carm-erPathway.asp"
"BIOCARTA_CARM1_PATHWAY","2","325","3","2827","5.76962283384302","0.0866016555896226","114.314185378302","0.698867661475881","Transcription Regulation by Methyltransferase of CARM1","http://www.biocarta.com/pathfiles/h_carm1Pathway.asp"
"BIOCARTA_CDK5_PATHWAY","1","326","4","2826","2.16360856269113","0.421371055524832","556.209793292778","0.999999456722623","Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway","http://www.biocarta.com/pathfiles/h_cdk5Pathway.asp"
"BIOCARTA_CELL2CELL_PATHWAY","1","326","11","2819","0.786766750069502","0.731409625040915","965.460705054008","0.999999456722623","Cell to Cell Adhesion Signaling","http://www.biocarta.com/pathfiles/h_cell2cellPathway.asp"
"BIOCARTA_CELLCYCLE_PATHWAY","1","326","3","2827","2.88481141692151","0.35441717553779","467.830671709883","0.999999456722623","Cyclins and Cell Cycle Regulation","http://www.biocarta.com/pathfiles/h_cellcyclePathway.asp"
"BIOCARTA_CFTR_PATHWAY","1","326","5","2825","1.73088685015291","0.481400137010676","635.448180854092","0.999999456722623","Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway","http://www.biocarta.com/pathfiles/h_cftrPathway.asp"
"BIOCARTA_CHREBP2_PATHWAY","2","325","19","2811","0.910993079027845","0.656101760795023","866.054324249431","0.999999456722623","Regulation And Function Of ChREBP in Liver","http://www.biocarta.com/pathfiles/h_Chrebp.2Pathway.asp"
"BIOCARTA_CK1_PATHWAY","2","325","6","2824","2.88481141692151","0.197477547047076","260.67036210214","0.967923985151849","Regulation of ck1/cdk5 by type 1 glutamate receptors","http://www.biocarta.com/pathfiles/h_ck1Pathway.asp"
