"geneset","in_path","out_path","in_back","out_back","foldx","pvalue","bonferroni_pvalue","bh_pvalue","desc","link"
"BIOCARTA_AGPCR_PATHWAY","1","713","7","2436","0.488795518207283","0.871748255386692","1150.70769711043","0.999999999999992","Attenuation of GPCR Signaling","http://www.biocarta.com/pathfiles/h_agpcrPathway.asp"
"BIOCARTA_ARF_PATHWAY","1","713","1","2442","3.42156862745098","0.401233422980617","529.628118334415","0.999999999999992","Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","http://www.biocarta.com/pathfiles/h_arfPathway.asp"
"BIOCARTA_BAD_PATHWAY","2","712","9","2434","0.760348583877996","0.749350158921077","989.142209775822","0.999999999999992","Regulation of BAD phosphorylation","http://www.biocarta.com/pathfiles/h_badPathway.asp"
"BIOCARTA_BCR_PATHWAY","1","713","10","2433","0.342156862745098","0.940718279056574","1241.74812835468","0.999999999999992","BCR Signaling Pathway","http://www.biocarta.com/pathfiles/h_bcrPathway.asp"
"BIOCARTA_BIOPEPTIDES_PATHWAY","1","713","24","2419","0.142565359477124","0.998400115984066","1317.88815309897","0.999999999999992","Bioactive Peptide Induced Signaling Pathway","http://www.biocarta.com/pathfiles/h_biopeptidesPathway.asp"
"BIOCARTA_CARM_ER_PATHWAY","1","713","3","2440","1.14052287581699","0.641611468807197","846.927138825501","0.999999999999992","CARM1 and Regulation of the Estrogen Receptor","http://www.biocarta.com/pathfiles/h_carm-erPathway.asp"
"BIOCARTA_CARM1_PATHWAY","2","712","3","2440","2.28104575163399","0.316981705062623","418.415850682662","0.999999999999992","Transcription Regulation by Methyltransferase of CARM1","http://www.biocarta.com/pathfiles/h_carm1Pathway.asp"
"BIOCARTA_CASPASE_PATHWAY","1","713","11","2432","0.311051693404635","0.954172553930575","1259.50777118836","0.999999999999992","Caspase Cascade in Apoptosis","http://www.biocarta.com/pathfiles/h_caspasePathway.asp"
"BIOCARTA_CDK5_PATHWAY","1","713","4","2439","0.855392156862745","0.722768909743341","954.05496086121","0.999999999999992","Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway","http://www.biocarta.com/pathfiles/h_cdk5Pathway.asp"
"BIOCARTA_CELL2CELL_PATHWAY","1","713","11","2432","0.311051693404635","0.954172553930575","1259.50777118836","0.999999999999992","Cell to Cell Adhesion Signaling","http://www.biocarta.com/pathfiles/h_cell2cellPathway.asp"
"BIOCARTA_CELLCYCLE_PATHWAY","1","713","3","2440","1.14052287581699","0.641611468807197","846.927138825501","0.999999999999992","Cyclins and Cell Cycle Regulation","http://www.biocarta.com/pathfiles/h_cellcyclePathway.asp"
